,cifar10_accuracy,cifar10_accuracy_ci,cifar10.2-test_accuracy,cifar10.2-test_accuracy_ci,pretrained,model_family,model_hparams
152,0.2525,"(0.2440080512121438, 0.26113630917234076)",0.197,"(0.17977300478122765, 0.21511988350097855)",False,RidgeClassifier,"{'alpha': 1707352647.4706888, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
153,0.4094,"(0.39973996200246614, 0.4191128353440784)",0.301,"(0.2809510642996333, 0.32163392151671977)",False,RidgeClassifier,"{'alpha': 0.7220809018385457, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
154,0.9546,"(0.9503353156240487, 0.9585973226633638)",0.8275,"(0.8102151933611805, 0.8438187875475129)",False,ResNet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
155,0.924,"(0.9186316526594202, 0.9291198270283204)",0.8015,"(0.7833325356969055, 0.8187790428080701)",False,ResNet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0020565123083486517, 'momentum': 0.8825252525252525, 'weight_decay': 0.00016297508346206434, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.589795918367347}"
156,0.5286,"(0.5187590889108349, 0.5384242460701334)",0.376,"(0.3547163547936156, 0.3976478496091812)",False,RandFeaturesCoatesNg_2to12,"{'num_filters': 4096, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.1, 'zca': False, 'tot_patches': 100000}"
157,0.4979,"(0.48805207882405777, 0.5077491448178575)",0.3705,"(0.3492875289770278, 0.39209284687936685)",False,RandFeaturesCoatesNg_2to3,"{'num_filters': 8, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.5, 'zca': False, 'tot_patches': 100000}"
158,0.7671,"(0.758688532107824, 0.7753556420173311)",0.5845,"(0.5625412924978852, 0.6062105842423688)",False,RandFeaturesCoatesNg_2to14,"{'num_filters': 16384, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 1e-05, 'zca': False, 'tot_patches': 100000}"
159,0.8257,"(0.8181200051901366, 0.8330898106105675)",0.6745,"(0.6534702353068571, 0.6950169726069871)",False,PNASNetA,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
160,0.5532,"(0.5433914961402837, 0.5629775037500979)",0.4185,"(0.39676290472613734, 0.440476405767801)",False,RandFeaturesCoatesNg_2to4,"{'num_filters': 16, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.0001, 'zca': False, 'tot_patches': 100000}"
161,0.7533,"(0.7447277510603441, 0.7617244967296469)",0.5765,"(0.5544959184638504, 0.5982794580900069)",False,RandFeaturesCoatesNg_2to9,"{'num_filters': 512, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 5.0, 'zca': False, 'tot_patches': 100000}"
162,0.7403,"(0.7315869582147454, 0.7488728908556472)",0.5635,"(0.5414345467495415, 0.5853790113959294)",False,RandFeaturesCoatesNg_2to9,"{'num_filters': 512, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.5, 'zca': False, 'tot_patches': 100000}"
163,0.3251,"(0.3159213110073195, 0.33438064682588975)",0.2555,"(0.2365052344324338, 0.2752140986800221)",False,RidgeClassifier,"{'alpha': 7742636.826811277, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
164,0.2875,"(0.2786421831583484, 0.2964817244389213)",0.2295,"(0.2112278190387517, 0.24856850428244437)",False,AdaBoost,"{'n_estimators': 20, 'learning_rate': 1.0, 'algorithm': 'SAMME.R', 'scale_features': True}"
165,0.8519,"(0.8447858366680353, 0.858808557613544)",0.6955,"(0.6748054697861919, 0.7156198631127402)",False,ShuffleNetG2,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0020565123083486517, 'momentum': 0.8825252525252525, 'weight_decay': 0.00016297508346206434, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.589795918367347}"
166,0.1022,"(0.09632951901615876, 0.10830328027850844)",0.105,"(0.0919013800351742, 0.11926895386989578)",False,RidgeClassifier,"{'alpha': 4.0370172585965496e+18, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
167,0.9507,"(0.946273683289447, 0.9548614092971504)",0.8355,"(0.8185132858421282, 0.8514967328960443)",False,RegNetY_400MF,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
168,0.6969,"(0.6877856414531113, 0.7058995601297935)",0.506,"(0.48384332282311204, 0.5281390627207867)",False,RandFeaturesCoatesNg_2to13,"{'num_filters': 8192, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.1, 'zca': False, 'tot_patches': 100000}"
169,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,GoogLeNet,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 1.0974987654930568, 'momentum': 0.8902020202020202, 'weight_decay': 0.008902150854450393, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.8836734693877552}"
170,0.8454,"(0.8381638454002361, 0.8524343797178051)",0.701,"(0.6804013342341959, 0.7210077826735974)",True,imgnt_resnet50,"{'num_classes': 10, 'input_size': (224, 224), 'pretrained': True, 'finetune_only_last_layer': True, 'batch_size': 32, 'epochs': 100, 'optimizer': 'SGD', 'lr': 0.01, 'momentum': 0.9, 'weight_decay': 0.0, 'lr_scheduler': 'StepLR', 'milestones': (30, 60, 80), 'gamma': 0.975, 'dropout_p': None, 'color_jitter': False}"
171,0.423,"(0.4132906899678089, 0.43275418052142856)",0.317,"(0.29663796802528536, 0.3378998614025962)",False,RandFeaturesCoatesNg_2to2,"{'num_filters': 4, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.1, 'zca': False, 'tot_patches': 100000}"
172,0.9072,"(0.9013438945925002, 0.9128176903844185)",0.7645,"(0.7452740959146957, 0.7829473654567278)",False,EfficientNetB0,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.2420128264794381, 'momentum': 0.8, 'weight_decay': 2.782559402207126e-05, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.7693877551020408}"
173,0.9041,"(0.8981605340403311, 0.9098029054546787)",0.771,"(0.7519448491701893, 0.7892573449227297)",False,EfficientNetB0,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
174,0.9017,"(0.8956972663260171, 0.9074676071642878)",0.761,"(0.7416846662921881, 0.7795471642766223)",False,ShuffleNetG3,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
175,0.8547,"(0.8476397949670988, 0.8615529479516952)",0.7055,"(0.6849823300117683, 0.7254135156434602)",False,PNASNetB,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0020565123083486517, 'momentum': 0.8825252525252525, 'weight_decay': 0.00016297508346206434, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.589795918367347}"
176,0.9507,"(0.946273683289447, 0.9548614092971504)",0.828,"(0.810733437012097, 0.8442990475978672)",False,PreActResNet34,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
177,0.5776,"(0.5678474843521887, 0.5873072954602643)",0.4035,"(0.38190371757641844, 0.425379661158757)",False,RandFeaturesCoatesNg_2to12,"{'num_filters': 4096, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 1.0, 'zca': False, 'tot_patches': 100000}"
178,0.3764,"(0.36689146394570116, 0.3859805715407123)",0.28,"(0.26040632286295684, 0.30024061845107597)",False,RidgeClassifier,"{'alpha': 0.00022051307399030456, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
179,0.7989,"(0.7909074758731391, 0.806718071132727)",0.662,"(0.6407931113488424, 0.6827308999816804)",False,ResNet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.023644894126454073, 'momentum': 0.872929292929293, 'weight_decay': 0.022570197196339216, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.29591836734693877}"
180,0.9539,"(0.9496057257946863, 0.9579273547402692)",0.838,"(0.8211092148483758, 0.8538933058767085)",False,ResNet101,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
181,0.2537,"(0.24519434809681445, 0.26234931063028544)",0.1945,"(0.17736062280486745, 0.21253971258405324)",False,RidgeClassifier,"{'alpha': 9326033468832180.0, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
182,0.5012,"(0.4913510591944755, 0.5110482415816027)",0.379,"(0.35767876224375533, 0.40067662233460555)",False,RandFeaturesCoatesNg_2to3,"{'num_filters': 8, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.0001, 'zca': False, 'tot_patches': 100000}"
183,0.9257,"(0.9203848115147748, 0.930765639232371)",0.7985,"(0.7802385325324429, 0.8158819763215917)",False,PreActResNet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0020565123083486517, 'momentum': 0.8825252525252525, 'weight_decay': 0.00016297508346206434, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.589795918367347}"
184,0.4651,"(0.4552854443440596, 0.47493489175021186)",0.3265,"(0.3059653076616897, 0.3475445394630804)",False,SVM,"{'kernel': 'poly', 'C': 1.0, 'gamma': 'scale', 'scale_features': True}"
185,0.7309,"(0.7220913008498622, 0.7395740422212311)",0.551,"(0.5288898334770118, 0.5729604322543536)",False,RandFeaturesCoatesNg_2to8,"{'num_filters': 256, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 1e-05, 'zca': False, 'tot_patches': 100000}"
186,0.1878,"(0.18018706524682113, 0.19559519013574056)",0.157,"(0.14131768059124578, 0.17369480989986397)",False,RidgeClassifier,"{'alpha': 5.094138014816365e+22, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
187,0.9192,"(0.9136855846542001, 0.9244687931736859)",0.7815,"(0.7627339109770856, 0.7994371287886838)",True,imgnt_shufflenet_v2_x0_5,"{'num_classes': 10, 'input_size': (224, 224), 'pretrained': True, 'finetune_only_last_layer': False, 'batch_size': 32, 'epochs': 100, 'optimizer': 'SGD', 'lr': 0.01, 'momentum': 0.9, 'weight_decay': 0.0, 'lr_scheduler': 'StepLR', 'milestones': (30, 60, 80), 'gamma': 0.975, 'dropout_p': 0.2, 'color_jitter': False}"
188,0.8544,"(0.8473339721385249, 0.8612589477469985)",0.71,"(0.6895656635395716, 0.7298169074445267)",True,imgnt_se_resnext101_32x4d,"{'num_classes': 10, 'input_size': (224, 224), 'pretrained': True, 'finetune_only_last_layer': True, 'batch_size': 32, 'epochs': 100, 'optimizer': 'SGD', 'lr': 0.01, 'momentum': 0.9, 'weight_decay': 0.0, 'lr_scheduler': 'StepLR', 'milestones': (30, 60, 80), 'gamma': 0.975, 'dropout_p': None, 'color_jitter': False}"
189,0.7222,"(0.7133071923249559, 0.730963234067681)",0.567,"(0.5449495721883233, 0.5888537069218005)",False,RandFeaturesCoatesNg_2to8,"{'num_filters': 256, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.0001, 'zca': False, 'tot_patches': 100000}"
190,0.9547,"(0.9504395642722477, 0.9586930107705998)",0.839,"(0.8221479668832972, 0.8548515532479595)",False,GoogLeNet,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0020565123083486517, 'momentum': 0.9765656565656566, 'weight_decay': 0.0022051307399030455, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1816326530612245}"
191,0.8729,"(0.8662129229926764, 0.8793690661285691)",0.7385,"(0.7186499142124347, 0.7576484937932106)",False,PreActResNet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.00037649358067924675, 'momentum': 0.3906060606060606, 'weight_decay': 0.06892612104349695, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.6638775510204081}"
192,0.5933,"(0.5835962759488948, 0.6029493528935537)",0.4375,"(0.4156139607563026, 0.4595695443092078)",False,RegNetX_400MF,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.023644894126454073, 'momentum': 0.872929292929293, 'weight_decay': 0.022570197196339216, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.29591836734693877}"
193,0.5471,"(0.5372812238930798, 0.5568913307491131)",0.406,"(0.3843788101048177, 0.4278972231251258)",False,RandFeaturesCoatesNg_2to4,"{'num_filters': 16, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.1, 'zca': False, 'tot_patches': 100000}"
194,0.2525,"(0.2440080512121438, 0.26113630917234076)",0.197,"(0.17977300478122765, 0.21511988350097855)",False,RidgeClassifier,"{'alpha': 191791026167.24927, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
195,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,MobileNetV2,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.023644894126454073, 'momentum': 0.872929292929293, 'weight_decay': 0.022570197196339216, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.29591836734693877}"
196,0.2525,"(0.2440080512121438, 0.26113630917234076)",0.197,"(0.17977300478122765, 0.21511988350097855)",False,RidgeClassifier,"{'alpha': 739072203352.5775, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
197,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,ShuffleNetG3,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.6135907273413169, 'momentum': 0.8057575757575758, 'weight_decay': 0.01707352647470692, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1326530612244898}"
198,0.4845,"(0.4746606051894092, 0.494348426481675)",0.39,"(0.3685482752618949, 0.41177477541355256)",False,ShuffleNetV2_1_5,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.023644894126454073, 'momentum': 0.872929292929293, 'weight_decay': 0.022570197196339216, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.29591836734693877}"
199,0.2916,"(0.28270370878643863, 0.3006178043702282)",0.2235,"(0.20540830603389046, 0.24240581392886884)",False,RandomForest,"{'n_estimators': 100, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'auto', 'scale_features': True}"
200,0.7929,"(0.7848229192200448, 0.8008061451407313)",0.6135,"(0.5917552092842582, 0.6349114528744935)",False,RandFeaturesCoatesNg_2to13,"{'num_filters': 8192, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 100.0, 'zca': False, 'tot_patches': 100000}"
201,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,VGG13,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 1.0974987654930568, 'momentum': 0.8902020202020202, 'weight_decay': 0.008902150854450393, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.8836734693877552}"
202,0.9153,"(0.9096710292264487, 0.9206856964041156)",0.776,"(0.757080422869733, 0.7941069406975433)",False,ShuffleNetV2_2,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
203,0.3637,"(0.35426215121935506, 0.3732172898658067)",0.284,"(0.26431560081308053, 0.3043195333499161)",False,RidgeClassifier,"{'alpha': 0.0001, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
204,0.2526,"(0.24410690600527918, 0.2612373959064517)",0.197,"(0.17977300478122765, 0.21511988350097855)",False,RidgeClassifier,"{'alpha': 376493580679.2456, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
205,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,PreActResNet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.02848035868435802, 'momentum': 0.8506060606060606, 'weight_decay': 7.220809018385457, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.4459183673469388}"
206,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,DPN26,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 1.0974987654930568, 'momentum': 0.8902020202020202, 'weight_decay': 0.008902150854450393, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.8836734693877552}"
207,0.7941,"(0.786039615836526, 0.8019887451692382)",0.6535,"(0.6321819170237739, 0.6743671106165081)",False,ResNeXt29_2x64d,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.023644894126454073, 'momentum': 0.872929292929293, 'weight_decay': 0.022570197196339216, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.29591836734693877}"
208,0.4924,"(0.482554726657339, 0.5022497017641128)",0.385,"(0.3636061616630913, 0.4067315852133069)",False,RandFeaturesCoatesNg_2to3,"{'num_filters': 8, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.0001, 'zca': False, 'tot_patches': 100000}"
209,0.3638,"(0.3543615671058206, 0.3733178156628849)",0.284,"(0.26431560081308053, 0.3043195333499161)",False,RidgeClassifier,"{'alpha': 0.0016681005372000592, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
210,0.3958,"(0.3861968568217377, 0.4054638682346615)",0.2985,"(0.2785025767910331, 0.3190897807206067)",False,SVM,"{'kernel': 'poly', 'C': 0.1, 'gamma': 'scale', 'scale_features': True}"
211,0.1871,"(0.17949825495753086, 0.19488441130940304)",0.1565,"(0.14083908847625518, 0.17317490429732985)",False,RidgeClassifier,"{'alpha': 1.0476157527896662e+18, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
212,0.2461,"(0.2376825976677981, 0.2546655054674902)",0.2025,"(0.18508405316638257, 0.22079246213030213)",False,RandFeaturesCoatesNg_2to0,"{'num_filters': 1, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 1e-05, 'zca': False, 'tot_patches': 100000}"
213,0.8415,"(0.8341927671189496, 0.8486077548249873)",0.698,"(0.6773486206997825, 0.7180693418833941)",False,ShuffleNetV2_0_5,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0016297508346206436, 'momentum': 0.8940404040404041, 'weight_decay': 4.037017258596558e-05, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.4755102040816327}"
214,0.2525,"(0.2440080512121438, 0.26113630917234076)",0.197,"(0.17977300478122765, 0.21511988350097855)",False,RidgeClassifier,"{'alpha': 443062145.75838864, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
215,0.9285,"(0.923274087911353, 0.9334746649375772)",0.798,"(0.7797230141058694, 0.8153989827303031)",False,PreActResNet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.007054802310718645, 'momentum': 0.7321212121212122, 'weight_decay': 1.5922827933410938e-05, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.7910204081632652}"
216,0.9537,"(0.9493973194995233, 0.9577358872452765)",0.833,"(0.8159186957101411, 0.8490988162299351)",False,ResNet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
217,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,PreActResNet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 1.3219411484660286e-05, 'momentum': 0.6136363636363635, 'weight_decay': 49770.23564332114, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.4277551020408163}"
218,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,PreActResNet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0026560877829466868, 'momentum': 0.7644444444444444, 'weight_decay': 0.8302175681319743, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.3795918367346939}"
219,0.9333,"(0.9282324214950124, 0.9381134104480586)",0.8035,"(0.7853960633912176, 0.8207095591534688)",False,PNASNetB,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0020565123083486517, 'momentum': 0.9765656565656566, 'weight_decay': 0.0022051307399030455, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1816326530612245}"
220,0.4717,"(0.4618753314993509, 0.4815411587079751)",0.333,"(0.3123527061856434, 0.35413800165368614)",False,RandomForest,"{'n_estimators': 100, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'scale_features': True}"
221,0.3747,"(0.3652005200622976, 0.38427250665816914)",0.2905,"(0.27067224171534454, 0.3109437121635563)",False,RandFeaturesCoatesNg_2to1,"{'num_filters': 2, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.01, 'zca': False, 'tot_patches': 100000}"
222,0.9241,"(0.9187347583895662, 0.9292166608106303)",0.7985,"(0.7802385325324429, 0.8158819763215917)",False,VGG11,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
223,0.9389,"(0.9340263811270795, 0.9435160239305305)",0.82,"(0.8024475163921847, 0.8366088891486337)",False,myrtlenet,"{'total_examples': 500000.0, 'final_training_fraction': 0.2, 'ema_momentum': 0.99, 'ema_freq': 5, 'batch_size': 512, 'gbn_splits': 16, 'momentum': 0.9, 'weight_decay_coef': 0.0005, 'bias_coef': 64, 'lr_schedule': 'triangle_20', 'lr_max': 1.0, 'lr_min': 0.1, 'whitening_examples': 10000}"
224,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,DPN26,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.6135907273413169, 'momentum': 0.8057575757575758, 'weight_decay': 0.01707352647470692, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1326530612244898}"
225,0.561,"(0.5512067930310692, 0.5707576612984574)",0.402,"(0.3804189400366423, 0.4238688461659259)",False,SVM,"{'kernel': 'rbf', 'C': 100, 'gamma': 'scale', 'scale_features': True}"
226,0.4072,"(0.39754864567917847, 0.41690543402927327)",0.302,"(0.28193065811660595, 0.32265137930021737)",False,RidgeClassifier,"{'alpha': 1.0, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
227,0.4264,"(0.4166795500879902, 0.43616333880293845)",0.3165,"(0.2961473250689394, 0.3373919774412827)",False,RandFeaturesCoatesNg_2to2,"{'num_filters': 4, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.0001, 'zca': False, 'tot_patches': 100000}"
228,0.772,"(0.7636485544267729, 0.7801927516806679)",0.5815,"(0.559523594232199, 0.6032370952738628)",False,RandFeaturesCoatesNg_2to14,"{'num_filters': 16384, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.01, 'zca': False, 'tot_patches': 100000}"
